id,parsedContent
a816, 추진 물 자원 수자원 부존 물 자원 물 수자원 재산 수리 수자원 재산 국가 수리 법 제도 수리 관행 수리 댐 용수 사용 농업 기반 시설 우리 나라 수리 제도 문제점 붙임 허가 수리 관행 수리 물 자원 갈등 이슈 물 자원 갈등 물 자원 갈등 원인 물 갈등 분쟁 해결 정책 붙임 우리 나라 물 분쟁 수자원 가치 기여 보상 논의 물 자원 비용 분담 수자원 가치 기여 보상 물 자원 갈등 비용 분담수리 논의 각국 추세 수리 유형 각국 수리 붙임 수리 논의물 자원 합리 보전 수리 제도 지불 정비 방안 수리 설정 개선 방 관행 허가 수리 조화 방 허가 수리 댐 용수 농촌 용수 수리 조정 방 물 자원 갈등 조정 수자원 가치 기여 반영 지불 수자원 양 기여 대 지불 수자원 질 기여 대 지불 취수 부과금 제도 장기 
a817,NA
a818, 저탄소 자원 순환 이행 여건 대외 여건 변화 대내 여건 변화주 요국 저탄소 자원 순환 구축 전략 독일 생태 정책 영국 환경 시장 경제 활성 일본 녹 경제 변혁 미국 그리다 뉴딜 국제 동향 시사점 경제 발전 전략 그린 뉴딜환경 정책 추진 전략 기존 정책 환경 정책 추진 정책 추진 온실가스 감축 설정 이행 구축 저탄소 자원 순환 구축 환경 재정 확충 운용 개선 환경 에너지 자원 개편 법제 정비 기후대 온실가스 감축 활성 통 녹색 일자리 창출 폐자원 활용 에너지 순환 촉진 물 효율 순환 제고 환경 금융 기반 확충 활성 환경 시장 녹색 소비 활성 환경 경영 촉진 기업 역할 제고 환경 기술 혁신 추진 개선 지역 생태 구축 촉진 스마트 그리드 국제 동향 
a819,과업 과업 과업 과업 대강 수계 상수원 지역 주민 지원 문제점 지역 수계 인구 상수원 지역 면적 주민 지원 유형 따르다 주민 지원 문제점 쟁점 주민 지원 혼동 오다 문제점 지원 배분 방식 문제 지원 문제 직접 지원 문제 상속 증여 자 대 문제점 주민 지원 방식 문제 주민 지원 제도 개선 배분 산식 개선 시뮬레이션 지원 전환 토지 기법 적용 행위 규제 재산 행사 제약 대 토지 기법 산정 방식 보전 지역 산정 방식 상수원 협정 방식 지원 합리 전환 상수원 지역 토지 경제 가치 하남시 제도 개선 안 대 인터뷰 통 이해관계 주민 지원 제도 개선 안 도출 주민 지원 전환 주민 지원 법령 개선 안 상속 증여 규정 개선 상수원 협정 규정 신설 주민 지원 배분 방식 개선 지원 중 장기 적용 관 개선 안 중 장기 중 장기 중 장기 중 장기 있다 주체 역할 중 장기 있다 주민 참여 중 장기 지원 합리 전환 이 따르다 대응 방안 제도 개선 정책 활용 방안 제도 개선 제도 개선 적용 추진 핵심 과업 상수원 지역 주민 지원 전반 걸치다 제도 개선 안 마련 상수원 정책 실효 확보 있다 대강 수계 걸치다 주민 지원 관 정밀 통 주민 지원 비 배분 방식 관 제시 것 이러 바탕 주민 지원 문제점 다면 파악 제도 개선 근거 마련 있다 합리 제도 개선 안 마련 과학 제시 제도 개선 안 근거 제시 있다 지원 개편 지원 합리 전환 정책 대안 제시 있다
a820, 제목 과업 과업 바 자문 위원 통합 환경영향 법 통합 환경영향 법 용어 통합 환경영향 법 통합 환경영향 법 정책 전략 환경 규정 정책 특성 전략 환경 검토 현행 제도 전략 환경 문제점 추진 절차 문제점 상위 행정 사전 환경 검토 측면 문제점 4개 선방 상위 행정 검토 개선 대안 개선 목차 개선 규정 안 전략 환경 규정 전략 환경 특징 환경영향 연계 환경영향 차별 현행 규정 문제점 사전 환경 검토 등 관 규정 현행 규정 문제점 문제점 문제점 세부 검토 문제점 바 외국 시사점 3개 선방 원칙 목차 준비 초안 바 대안 사다 규정 목차 환경영향 규정 차별 규정 안 록
a821,포럼 취지 최근 전 세계 기상이변 태풍 홍수 국지 집중호우 가뭄 등 재해 발생 빈도 높다 피해 증가 한반도 이러 기상 재해 피해 되다 북한 경우 1990년 이후 재해 피해 되다 지구 온난 같다 환경 변화 물 순환 메커니즘 변화 초래 강수 특성 증발량 등 교란 가져오다 유역 물 순환 변 이러 변화 수자원 부존 량 자연재해 발생 빈도 규모 영향 미치다 것 예측 자연재해 인위 근절 수 없다 측면 지니다 자연재해 대응 방재 시설 구축 토지 규제 등 통 대책 마련 사전 예측 따르다 예방 조치 신속 복구 대책 등 재해 예방 피해 줄이다 수 있다 이 포럼 환경 변화 심화 자연재해 대 전문가 심층 논의 통 합리 정책 찾다 포럼 국내 전문가 역량 재고 향후 국내 방재 정책 기후 변화 대응 전략 구축 기여 수 있다 기대 포럼 취지 포럼 방식 포럼 원고 자연 재난 이해 이종설 국립 방재 교육 원 토지 환경 자연재해 정주 철 한국 환경 정책 원 우리나라 홍수 재해 효율 방안 박진혁 한국 수자원 공사 서울시 지역 안전 홍수 재해 중심 이석민 서울 시정 원 농산 촌 수해 원인 대책 김경남 강원 발전 원 기후 변화 따르다 자연재해 취약 장동호 공주 대학교 자연재해 국제 협력 수정 한국 환경 정책 원 1차 환경 재해 포럼 2차 환경 재해 포럼 3차 환경 재해 포럼 
a822, 소음 지도 소음 지도 특징 소음 지도 활용 국내 활용 국외 활용 유럽 소음 지도 대 반응소음 지도 활용 방안 소음 지도 활용 여건 검토 개다 소음 지도 기능 소음 지도 법 근거 지자체 소음 지도 소음 지도 방안 소음 지도 소음 지도 시스템 소음 지도 시스템 구축 소음 지도 시스템 유지 시스템 모니터링 소음 지도 제작 활용 의견 수렴 신뢰 확보 소음 지도 제작 문제점 해결 방안 소음 지도 활용 방안 소음 지도 활용 방안 소음 지도 파급 효과소음 지도 활용 효과 활용 소음 지도 활용 중 장기 발전 법 제도 교육 홍보 지원 중 장기 발전 따르다 세부 추진 중장 기별 소음 지도 추진 연차 소음 지도 추진 향후 
a823, 09년 이전 추진 실적 09년 이전 추진 실적 09년 추진 09년 추진 추진 실적 향후 개선 2010년 개선 활동 
a824, 09년 이전 추진 실적 09년 이전 추진 실적 09년 추진 09년 추진 추진 실적 향후 개선 2010년 개선 활동 
a825, 2009년 실적 개도국 교육 기관 간 교류 공동 영문 집 말다 기타 향후 추진 전략 2010년 
a826,장 지구 환경 정보 센터 중 장기 기대 효과 2009년 지구 환경 정보 센터 지구 환경 정책 동향 전문가 진단 국제 환경 협약 전문가 포럼 지원 시스템 대학 원 환경 논문 대회 개최 기타향후 성취 수요자 중심 홈페이지 개선 개선 
a827,론 2009년 프로젝트 진행 요구 설계 구현 전환 시험 감리 시스템 개선 실적 개인 포탈 문서 문서 결재 처리 문서 유통 문서 전자 우편 웹 하드 전자 게시판 검색 기능 일정 메신저 사용자 시스템 통계 연동향후 
a828,장 사이버 환경 정책 교육 원 기대 효과 2009년 과목 인 과정 전문가 과정 단기 과정 신규 과목 홍보 과목 
a829, 상수원 보호구역 실태 상수원 보호 법 제도 상수원 보호구역 규정 상수원 보호 규정 상수원 보호구역 실태 상수원 보호구역 지정 해제 상수원 보호구역 상수원 보호구역 갈등 상수원 보호 구역 관 설문 상수원 보호구역 인식 지정 관 상수원 보호구역 관 현행 수도법 상수원 규칙 지침 관 상수원 기타 의견 관 설문 종합기존 상수원 보호구역 적정 방안 적정 틀 확립 환경 규제 원칙 환경 규제 시스템 변화 환경 규제 시스템 합리 개선 방안 상수원 적정 상수원 보호구역 지정 정성 검토 지정 기준 적정 기준 적정 지정 기준 검토 시사점 기존 상수원 보호구역 개선 방안 상수원 보호구역 지정 상수원 보호구역 간접 취수 지하수 취수 원 적정 방안 간접 취수 방식 특성 시설 기준 강변 여과 강변 여과수 국내 외 적용 강변 시설 기준 안 지하수 강변 취수 원 보호구역 설정 방안 지하수 강변 상수원 보호구역 설정 지역 지하수 취수정 포획 설정 강변 지하수 취수 정군 포획 설정 지하수 강변 취수 원 방안 지정 제안 보호구역 방안 제안 지하수 강변 취수 원 보호 법 제도 개선 상수원 보호구역 지정 상수원 보호구역 용어 등 기타 정책 건의 
a830, 과업 과업 과업 과업 화학 물질 환경 질환 환경 질환 종류 아토피 피부염 아토피 피부염 증상 병리학 특징 아토피 소인 알레르기 반응 국내외 발생 아토피 피부염 피부 장벽 손상 상관 관계 아토피 피부염 화학 물질 상관 관계 아토피 피부염 진단 아토피 화학 물질 피부 자극 호흡기 피부 과민성 물질 아토피 유발 악화 화학 물질 동향 시험 아토피 되다 화학 물질 동향 아토피 알레르기 동향 피부염 동향 호흡기 질환 동향 아토피 화학 물질 시험 시험 마우스 시험 첩 포 시험 화학 물질 목록 발생 원 규명 피부 과민성 물질 목록 1차 목록 물질 목록 피부 과민성 물질 초기 목록 피부 과민성 물질 목록 아토피 유발 악화 물질 목록 물질 목록 아토피 유발 화학 물질 목록 발생 원 규명 용어 정리 국립 환경 학원 고시 26호 유독물 등 분류 기준 표시 관 규정 별표 유독물 등 분류 표시 중 정리 비만 세포 독성 학원 아토피 국내외 
a831, 대내외 여건 변화 폐기물 에너지 추진 대외 여건 변화 대내 여건 변화 폐기물 에너지 추진 에너지 유형 추진 폐기물 에너지 정책 국제 동향 폐기물 에너지 시장 동향 폐자원 에너지 경제 폐기물 에너지 정책 동향 재생 에너지 지원 정책 효율 실행 에너지 폐기물 발생량 산정 에너지 폐기물 가연성 폐기물 에너지 물량 산정 유기성 폐기물 에너지 물량 산정 소각 회수 물량 산정 매립 가스 회수 물량 산정 실행 추진 전략 실행 안 폐자원 에너지 추진 전략 폐기물 에너지 실행 2013년 에너지 유형 실행 2013년 실행 시설 설치 재정 투자 안 권역 환경 에너지 타운 조성 시설 설치 유형 지역 시설 설치 재정 투자 실행 추진 정립 기반 조성 안 정책 추진 정립 경제 주체 역할 분담 폐기물 에너지 수급 기반 확충 시장 활성 기술 촉진 성장 동력화 기대 효과 경제 일자리 창출 효과 기대 효과 록
a832,지자체 기후 변화 취약 기초 적응 대책 가이드라인 
a833,자연 공원 내 로프웨이 설치 가이드라인 마련 
a834, 유출 유류 거동 환경 영향 방제 유출 유류 거동 원유 해상 유류 풍화 과정 해안 유류 거동 풍화 과정 유출 유류 의 환경 영향 국내 국외 시사점 유출 유류 방제 해상 방제 해안 방제 안방 환경 미치다 영향방제 종료 기준 설정 방제 종료 기준 캐 방제 종료 기준 유형 현장 정성 관찰 기준 현장 정량 측정 기준 측정 기준 영향 기준 미국 방제 종료 기준 유형 국내외 방제 종료 기준 설정 미 국 국 시사점 방제 종료 기준 설정 방안 방제 종료 기준 구분 설정 원칙 선택 미치다 영향 자 방제 종료 기준 설정 의사 결정 구축생태 복원 판단 기준 설정 생태 성 생태 성 지침 적용 시사점 가상 조건 생물 축적 노출 조건 고려 생태 성 먹이 사슬 생물 축적 모형 개관 먹이 사슬 생물 축적 모형 적용 노출 조건 생물 축적 고려 생태 성 시사점 정책 제언 생물 축적 모형 프로세스
a835, 
a836, 댐 상류 소유 역 실태 문제점 댐 상류 유역 오염원 실태 댐 상류 유역 거버넌스 조직 실태 댐 상류 유역 문제점댐 상류 소유 역 효율 방안 댐 상류 소유 역 기반 구축 소유 역 통합 시스템 구축 소유 역 거버넌스 구축 소유 역 결 
a837, 해양 유류 오염 사고 발생 특징 해양 유류 오염 사고 원인 발생 추이 해양 유류 오염 사고 특성 해양 유류 오염 사고 외국 국내 시사점허베이 스피리트 원유 유출 사고 특성 사고 피해 사고 특징 사고 쟁점 사고 원인 예방 환경 생태 영향 복원 피해 규모 배상해양 유류 오염 사고 대응 과정 정책 진단 해양 유류 오염 사고 대응 요소 허베이 스피리트 사고 대응 정책 진단 초기 대응 피 영향 피해 배상 환경 생태 복원 사고 예방해양 유류 오염 사고 대응 향후 향후 추진 도출 초기 대응 개선 추진 피해 영향 개선 추진 피해 배상 개선 추진 환경 생태 복원 개선 추진 사고 예방 개선 추진 추진 로드맵 서해 유류 유출 환경 대책 포럼 포럼 일지 전문가 워크숍 일정 
a838, 원격탐사 개론 원격탐사 소개 원격탐사 영상 원격탐사 영상 보정 원격탐사 영상 분류 고분 광영 기법 원격탐사 센서 따르다 구분 분광 센서 중공 간 해상 분광 센서 공간 해상 분광 센서 공간 해상 분광 센서 고분 광센서 고분 광센서 소개 상업 고분 광센서 상업 고분 광센서고분 광영 적용 국립 공원 식생 산림 지역 병충 모니터링 농작물 모니터링 수질 모니터링식생 고분 광영 적용 방안 원격탐사 기법 환경영향 적용 방안 환경영향 특성 기법 적용 환경 모니터링 원격탐사 기법 적용 식생 중요 식생 있다 현지 중요 제한 원격탐사 현존 식생 고분 광센서 현존 식생 방안 고분 광센서 구매 운용 고분 광영 처리 방안 고분 광영 인력 양성 방안향후 발전 방안 국내 적용 경험 축적 독자 고분 광센서 제작 기법 
a839, 통합 환경 가치 통합 통합 있다 환경 가치 역할통합 전략 환경 전략 환경 진화 패러다임 지속 가능 구현 통합 수단 전략 환경 전략 환경 확장 비용 편익 설계 틀 비용 편익 환경 가치 유형 추정 기법 환경 가치 선정 추정 기법 선택 환경 가치 추정 절차 환경 가치 추정 종합 향후 전략 환경 유형 국내 환경 가치 추정 종합 
a840, 환경 노동 논의 동향노동조합 단체 교섭 국제 협력 통 환경 개선 모형 환경 규제 정책 결정 과정 정부 노동조합 기업 전략 선택 대내 오염 배출 규제 수준 결정 환경 규제 정책 결정 과정 정부 노동조합 기업 전략 선택 지구 오염 배출 저감 노동조합 국제 협력 환경 규제 정책 결정 과정 정부 노동조합 기업 전략 선택 시뮬레이션 통 시사점정책 대응맺는말 
a841, 도시 도시 지침실태 요소 설정 도시 기준 도시 환경 요소 도출도시 실태 개선 방안 개선 방안 종합 
a842, 국제 온실가스 배출 거래 제도 추진 동향 전망 국제 온실가스 배출 거래 제도 추진 동향 국제 온실가스 배출 거래 제도 전망모형 가정 모형 비 산 수출입 무역 운송 서비스 대 수요 재화 시장 균형 바 정부 사다 자본 시장 투자 기준 전망 시나리오국제 배출 거래 제도 도입 시나리오 설계 파급 효과 국제 배출 거래 제도 도입 시나리오 시나리오 지표 지역 파급 효과 한국 경제 대 파급 효과 시사점 정책 시사점 한계 향후 
a843, 해안 도서 지역 지하수 특성 해수 침투 기 작과 영향 해수 침투 발생 기 작 해수 침투 용수 생태 미치다 영향 지하수 유출 기 작과 영향 지하수 유출 기 작 지하수 유출 해양 환경 미치다 영향해안 도서 지역 지하수 지하수 용도 해안 지역 지하수 해안 지역 지하수 용도 지하수 가능 량 산정 해안 지역 지하수 가능 량 산정 도서 지역 지하수 가능 량 산정 지하수 수질 지하수 관측 망 수질 섬진강 주변 지하수 수질 오염 특성해안 도서 지역 지하수 우리 나라 지하수 법 제도 해수 침투 기술 도서 지역 식수원 선진국 지하수 해수 침투 방지 기법 활용 지하 염수 특별 지구 지정 국가 지하수 편입해안 도서 지역 지하수 통합 방안 해안 도서 지역 지하수 효율 시스템 구축 해안 지역 지하수 지정 기술 정책 간 연계 강화 지속 가능 방안 제언 해수 침투 관측 망 측정 섬진강 유역 오염원 추적 지하수 보전 구역 지정 법 지정 도서 지역 식수원 
a844, 시 공간 소하천 자연환경 소하천 역할 특성 소하천 수질 수생 태계 역할 소하천 특성 국내 외 소하천 시사점 국 내 국 외 시사점우리 나라 소하천 법제 소하천 법령 제도 법령 국내 소하천 소하천 소하천 정비 예산 소하천 정책 국내 소하천 개선 점 자연 소하천 정비 수 생태 지역 생태 환경 자연 소하천 정비 수 생태 지역 정성 소하천 하천 생태 환경 대 종합 소하천 수 생태 건강 수변 토지 피복 변화 영향 소하천 수 생태 건강 미치다 환경 자 소하천 수 생태 건강 수변 토지 피복 변화 영향 지역 소하천 수 생태 건강 소하천 수변 토지 피복 변화 영향 소하천 구간 스케일 소하천 수변 토지 피복 변화 영향 유역 스케일 소하천 수생 태계 방안 하천 생태 특성 고려 소 하천 분류 소하천 수변 통 수 생태 보호 방안 소하천 정비 개선 소하천 유역 소하천 유량 수질 환경 기초 확보 소하천 수질 개선 하수 처리 시스템 물 순환 소하천 저수지 효율 방안 소하천 수 생태 건강 모니터링 확대 주민 참여 통 소하천 정책 유도 바 기타 소결 향후 국내 외 자연 소 하천 복원 소하천 시각 생태 환경 세부 
a845, 흐름기후 변화 취약 취약 기후 변화 취약 지표 지표 표준 기후 변화 취약 지표 기후 변화 취약 지표 기후 변화 취약 지표 틀 국제 제안 되다 취약 지표 국내 적용 수집 지표 계산 표준 부호 결정 열다 산 기후 변화 취약 자연 재난 취약 간 비교 통계 성분 상관 정규분포 검토기후 변화 취약 지표 도출 기존 취약 지표 국내 적용 문제점 기후 변화 취약 지표 기초 통계량 표준 따르다 카테고리 계산 자연재해 따르다 초과 사망 자수 제 되다 기후 변화 취약 지표 검증 기후 변화 취약 지표 대 주성분 전체 시 도 주성분 시 도 주성분 기후 변화 취약 지표 활용 방안 탄력 지표 요소 기후 변화 취약 기반 두다 지역 적응 대책 제시 제언 
a846, 언 국문 국가 할당 국내외 국내 유럽 국가 배출 할당 비교 국가 배출 당방 배출권 거래소 구축 방안 마련 배출권 거래제 국가 할당 시사점 배출권 거래제 할당 방안 기준 배출권 거래제 국가 할당 해외 형평 할당 방안 기후 변화 협약 형평 할당 형평 형평 할당 쟁점국내 감축 할당 방안 국가 감축 할당 접근 국가 감축 설정 할당 원칙 국가 당방 결정 당방 안 기준 국가 할당 이행 추진 절차 이행 추진 절차 이행 국내 감축 당방 안 가정 감축 할당 시나리오 할당 지수 감축 당량 향후 시사점 한계 향후 
a847, 시간 공간 생태 하천 복원 추진 부처 하천 추진 자연 소하천 정비 자연 친화 하천 정비 생태 복원 생태 하천 복원 의의 수질 개선 생태 복원 측면 도시 생태 측면 하천 공간 역사 문화 복원 측면 생태 하천 복원 추진 하천 종합 시사점생태 네트워크 정립 네트워크 생태 네트워크 생태 네트워크 생태 네트워크 정립국내 외 외국 미국 영국 밀턴 케 이즈 일본 하리 마을 국내 국내 하천 문화 축제 파주 도시 운정 하남시 신장 생태 공원 안양천 문화 프로젝트 학 시민 참여 하천 축제생태 보전 네트워크 구축 종적 횡 생태 네트워크 조성 방안 하천 특성 고려 생태 네트워크 복원 하천 복원 연계 따르다 고려 생태 보전 방안 하천 지속 모니터링 시민 하천 참여 증진 방안 활성 방안 생태 하천 프로그램 도시 생태 통 생태 조성 지속 가능 하천 생태 문화 조성 공동체 삶 질 향상 기여 생태생태 시범 추진 시범 지 선정 생태 네트워크 시범 지 구축 방안 생태 네트워크 시범 지 선정 시범 지 경안천 경안천 자연환경 문화재 문화 시설 시민 단체 활동 하천 환경 지역 생태 네트워크 시범 추진 보전 활성 방안 중 장기 생태 네트워크 청사진 제시생태 네트워크 임무 추진 생태 네트워크 임무 생태 네트워크 3가지 역할 생태 네트워크 구축 생태 네트워크 추진 제언 하천 환경 시각 하천 현장 하천 생태 건강 회복 포괄 기능 복원 추진 생태 하천 복원 네트워크 구축 생태 복원 보전 활성 방안 마련 것 달성 다음 같다 생태 하천 복원 하천 연속 근거 종적 상류 발원지 하류 생태 연결 횡 수체 수변 육상 영역 잇다 수 생태 육상 생태계 연결 도모 수 있다 여부 생태 하천 복원 추진 절차 있다 시민 참여 시민 주도 하천 보전 프로그램 하천 문화 생태 교육 도시 생태 공간 확장 등 관 방안 이상 네트워크 측면 적용 수 있다 생태 네트워크 정립 합리 하천 친환경 활성 시범 설계 통 실현 도출 되다 하천 생태 건강 유지 지속 가능 하천 공간 활용 수 있다 하천 선진 기여 것 예상
a848, 흐름 검토 지속 가능 특성 종합 검토 검토 차별 해외 검토 영국 독일 일본 해외 기초 환경 진단 지표 검토 도시 환경 개선 문제점 도시 환경 개선 도시 재생 등장 변화 도시 환경 개선 특성 법 제도 특성 정비 촉진 지구 특성 도시 환경 개선 대 전문가 설문 도시 환경 개선 문제점 개선 환경 진단 지표 적용 환경 진단 지표 환경 진단 구축 적용 환경 진단 지표 활용 방안 지표 활용 방안 정책 제도 개선 방안 후속 제안 참다 물다 헌 붙다 료 붙이다 정비 촉진 지구 곳 지정 서울 붙이다 수법 최근 동향 붙이다 도시 환경 개선 정책 붙이다 설문지 붙이다 설문 붙이다 설문 자 
a849, 국내 외 환경영향 시 활용 환경 영향 예측 특성 활용 가능 등 적용 환경 영향 예측 대 문제점 환경영향 국내 여건 최적 되다 영향 예측 선정 적용 기준 등 개선 방안 제시 환경 영향 질 향상 유도
a850, 우리 나라 생물 자원 생물 자원 국외 반출 실태 08년 신규 선정 국외 반출 승인 생물 자원 선정 기준 공통 기준 분류군 세부 기준 신규 지정 후보 종 선정 관속 식물 곤충류 거미 비 살다 연체 동물 해산 무척추동물 해조류 고등 균류 선정 종합 국제 규범 대응 방안 국제 규범 추진 근거 동향 추진 근거 추진 동향 체제 영향 대응 방안 규범화 영향 기존 대응 방안 대응 방안 시스템 시범 설계 시스템 시스템 환경 시스템 업무 기능 코드 설계 설계 유관 정보 시스템 정보 시스템 시스템 사용자 지침서 시스템 화면 설명 지정 고시 개정 안 08년 신규 선정 생물 자원 
a851, 지방 자치 단체 재정 지방 재정 문제점 지방 자치 단체 환경 재정 일본 지방 환경 세 일본 지방 환경 세 지방 환경 세 과세 형태 폐기 물세 산림 수원 환경 세 관광객 과세 지방 탄소세결 지방 환경 국내 도입 여건 지방 환경 국내 도입 
a852, 
a853, 공공 서비스 민간 위탁 공공 공공 선택 공공 서비스 민간 위탁 유형 기대 효과 민간 위탁 유형 민간 위탁 기대 효과외국 생활 폐기물 수집 운반 처리 1절 미국 민간 위탁 원가 산정 2절 일본 생활 폐기물 처리 법규 민간 위탁 국내 생활 폐기물 수집 운반 처리 생활 폐기물 발생 처리 발생 처리 대행 제도 법규 문제점 원가 법규 문제점 대행업체 공공 서비스 성과 지방 자치 단체 문제점생활 폐기물 수집 운반 처리 대행 제도 개선 방안 대행 제도 경쟁 체제 투명 고방 영업 구역 조정 제도 개선 시 고려 원가 산정 기준 표준 안 생활 폐기물 수집 운반 용역 원가 계산 산정 요령 안 수거 인구 밀도 수집 운반 비용 상관 관계 대행업체 안 표준 조례 안 일본 가도마 시 종합 경쟁 입찰 방식 심사 기준 일본 가도마 시 폐기물 민간 위탁 계약서
a854,통합 환경 체제 포럼
a855, 과업 과업 과업 세부 기후 변화 저탄소 녹색 성장 국제 기후 변화 대응 동향 기후 변화 현상 온실 효과 온실가스 배출 기후 변화 대응 노력 국제 기후 변화 대응 노력 우리나라 기후 변화 대응 저탄소 녹색 성장 우리나라 기후 변화 종합 대책 녹색 뉴딜 녹색 성장 환경 정책 녹색 성장 최근 정책 동향 지자체 기후 변화 대응 추진 서울시 기후 변화 대책 추진 온실가스 저감 처리 기술 동향 온실가스 배출 량 산정 기법 1각 하위 배 출원 카테고리 환경영향 시 응용 가능 온실가스 환경영향 온실가스 환경영향 해외 캐 일본 미국 온실가스 도입 원칙 제도 도입 온실가스 기대 효과 온실가스 기법 대기 온실가스 차별 기준 환경영향 기후 변화 대응 가능 여부온실가스 택지 온실가스 배출 량 산정 공사 시 시 저감 방안 공사 시 시 온실가스 저감 권장 도로 건설 온실가스 배출 량 산정 공사 시 시 저감 방안 공사 시 시 발전소 건설 온실가스 배출 량 산정 공사 시 시온실가스 규정 가이드라인 온실가스 규정 유형 환경 보전 대책 환경영향 고려 유형 고려 유발 요인 유형 유발 요인 환경 보전 대책 
a856, 비점 오염원 실태 대강 비점 오염원 종합 대책 내역 비점 오염원 실태비점 오염원 대책 효율 비점 오염원 정책 비점 오염원 저감 시설 설치 대 비점 오염원 대책 종합 비점 오염원 효율 제고 연계 강화 방안 기존 효율 제고 방안 비점 연계 강화 방안 
a857, 용제유해 대기 오염 물질 배출 국내외 유해 대기 오염 물질 배출 배출 특성 유해 대기 오염 물질 특성 도장 시설 발전 시설 폐기물 처리 시설 배출 업종 수 공정 배출 특징 국내외 기준 국내 기준 미국 배출 시설 현장 설문 현장 도장 시설 발 전업 하수 분뇨 축산 폐기물 처리 업 3절 미국 현장 업종 시설 기준 안 시설 기준 안 공통 기준 공정 기준 배출 량 산정 시험 용어 해설 기준 적용 따르다 배출 량 삭감 비용 추정결언 배출 시설 기대 효과 기대 효과 향후 
a858,기후 변화 대응 정책 과학 중요 
a859,포럼 취지 방식 포럼 취지 방식 2007년 포럼 참여 정부 부동산 정책 들어 말 참여 정부 부동산 정책 이념 모형 구분 정책 부동산 정책 이념 문제 참여 정부 부동산 정책 경과 정책 유형 참여 정부 부동산 정책 변명 정책 형성 환경 조건 중심 부동산 정책 형성 과정 논리 모형 참여 정부 부동산 정책 환경 노무현 정부 부동산 정책 정책 하위 주택 정책 현안 문제 향후 부동산 정책 우리 나라 부동산 지니다 문제 향후 부동산 정책 토론 정리 미 환경 협상 논의 기초 자유 무역 우리 좋다 것 자유 무역 환경 관계 있다 한 미 협정 다루다 환경 의제 무엇 의제 쟁점 환경나 환경 통상 토론 정리 동북아 환경 협력 향후 협력 환경 레짐 형성 발전 요인 동북아 환경 협력 특성 동북아 환경 협력 형성 발전 동북아 환경 협력 특성 동북아 환경 협력 변수 지역 국가 정책 이해 동북아 환경 문제 특성 동북아 정치 요인 환경 협상 있다 경제 이해 토론 정리 4장 사
a860, 포럼 취지 방식 포럼 취지 방식 2007년 포럼 1차 기후 변화 포럼 기후 변화 협약 부속 국가 전문가 회의 이상엽 기후 변화 적응 방 국제 역할 프로젝트 발전 저해 요인 극복 기술 에너지 효율 부분 접근 인센티브
a861, 자연환경 복원 포럼 취지 자연환경 복원 포럼 발표 자연환경 복원 되다 법제 개선 간사 이현우 집필진 노 백호 이현우 자연환경 복원 기술 간사 이관규 집필진 이관규 이형선
a862, 포럼 취지 포럼 방식 발표 토의 1차 무기 폐기물 활용 적정 처리 관 광재 분진 성토 재로 활용 중심 정명숙 관 국립 환경 학원 2차 토양 지하수 오염 방지 기술 김지연 사무관 환경부 3차 미
a863,포럼 취지 경과 2001년 이후 남 북간 환경 전문가 교류 환경 협력 방안 발굴 환경부 통일부 한국 환경 정책 원 공동 남북 환경 포럼 동안 북한 환경 환경 문제 남북 환경 협력 추진 남북 환경 협력 방안 등 대 관계 전문가 논의 남 북한 환경 전문가 간 협력 네트워크 구축 협력 가능 타지다 활성 방안 모색 지 6년 간 남북 환경 포럼 성과 표 같다
a864,NA
a865,론국내 골프장 골프 골프장 조성 분포 골프장 골프 골프장 공급 정책 파급 효과 검토 골프장 공급 정책 골프장 공급 정책 파급 효과 파급 효과 시사 점제골프장 증가 경제 영향 골프 영향 골프장 공급 과잉 영향 골프장 공급 확대 따르다 쟁점 종합해외 해외 골프 시장 전반 심층 일본골프장 정책 지속 가능 제고 지속 가능 측면 골프 전망 지속 가능 공급 정책 방 제언
a866, 지속 가능 발전 지속 가능 발전 법 법령 행정 지속 가능 의의 법령 행정 사전 검토 법령 행정 검토 설정 법령 행정 검토 기준 설정 법령 행정 검토 구축
